"lang"
{ 
	"Language" "schinese" 
	"DOTA_Tooltip_ability_drow_ranger_frost_arrows_lua_frost_arrows_movement_speed" 	 "%缓慢的移动速度："
	"DOTA_Tooltip_ability_drow_ranger_frost_arrows_lua_damage" "伤害:"
		
	"DOTA_Tooltip_ability_drow_cross_lua" 	 "连射"
	"DOTA_Tooltip_ability_drow_cross_lua_description" 	 "英雄射出一连串箭矢，对敌人造成伤害。"
	"DOTA_Tooltip_ability_drow_cross_lua_damage" 	 "伤害："
	"DOTA_Tooltip_ability_drow_cross_lua_distance" 	 "射程："
	"DOTA_Tooltip_ability_drow_cross_lua_count" 	 "箭："
		
	"DOTA_Tooltip_ability_drow_ranger_aura" 	 "攻速光环"
	"DOTA_Tooltip_ability_drow_ranger_aura_description" 	 "英雄增加附近盟友的攻击速度。攻击速度的加成取决于英雄的敏捷。"
	"DOTA_Tooltip_ability_drow_ranger_aura_speed" 	 "%敏捷增加攻击速度："
	"DOTA_Tooltip_ability_drow_ranger_aura_range" 	 "半径："
		
	"DOTA_Tooltip_ability_drow_ranger_marksmanship_lua" 	 "射手天赋"
	"DOTA_Tooltip_ability_drow_ranger_marksmanship_lua_description" 	 "战斗经验使英雄能够更准确、更有效地射击。每次攻击都有机会射出伤害增加的箭。同时根据拥有者的敏捷，赋予英雄和附近的远程盟友额外的敏捷。"
	"DOTA_Tooltip_ability_drow_ranger_marksmanship_lua_chance" 	 "% 几率触发："
	"DOTA_Tooltip_ability_drow_ranger_marksmanship_lua_bonus_damage" 	 "过程伤害："
	"DOTA_Tooltip_ability_drow_ranger_marksmanship_lua_agility_multiplier" 	 "%额外敏捷："
	"DOTA_Tooltip_ability_drow_ranger_marksmanship_lua_agility_range" 	 "半径："
		
	"DOTA_Tooltip_ability_npc_dota_hero_drow_ranger_agi7" 	 "冰霜之箭会使目标的护甲降低 5 点"
	"DOTA_Tooltip_ability_npc_dota_hero_drow_ranger_agi8" 	 "+10% 射手天赋敏捷加成"
	"DOTA_Tooltip_ability_npc_dota_hero_drow_ranger_agi11" 	 "射手天赋获得分裂箭效果"
	"DOTA_Tooltip_ability_npc_dota_hero_drow_ranger_int10" 	 "连射增加4支箭矢"
				
//===============================================================================================CENTAUR===============================================================================================
		
	"DOTA_Tooltip_ability_centaur_warrunner_hoof_stomp_lua" 	 "马蹄践踏"
	"DOTA_Tooltip_ability_centaur_warrunner_hoof_stomp_lua_Description" 	 "英雄猛击地面，击晕并伤害附近的敌人。"
	"DOTA_Tooltip_ability_centaur_warrunner_hoof_stomp_lua_Lore" 	 "当半人马用它有力的蹄子敲击地面时，灰尘从数英里外的房屋中落下。"
	"DOTA_Tooltip_ability_centaur_warrunner_hoof_stomp_lua_radius" 	 "半径："
	"DOTA_Tooltip_ability_centaur_warrunner_hoof_stomp_lua_stun_duration" 	 "眩晕时间："
	"DOTA_Tooltip_ability_centaur_warrunner_hoof_stomp_lua_stomp_damage" 	 "伤害："
		
	"DOTA_Tooltip_ability_centaur_return_lua" 	 "反击"
	"DOTA_Tooltip_ability_centaur_return_lua_Description" 	 "半人马反击所有攻击，根据半人马力量的百分比对攻击者造成伤害。"
	"DOTA_Tooltip_ability_centaur_return_lua_damage" 	 "基础伤害："
	"DOTA_Tooltip_ability_centaur_return_lua_str_pct_as_damage" 	 "力量伤害百分比："
			
	"DOTA_Tooltip_ability_centaur_repel_lua" 	 "半人马护盾"
	"DOTA_Tooltip_ability_centaur_repel_lua_Description" 	 "在自身周围创建一个护盾，使它完全免疫物理伤害并降低敌人的基础护甲。"
	"DOTA_Tooltip_ability_centaur_repel_lua_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_centaur_repel_lua_armor" 	 "%基础护甲降低："
	"DOTA_Tooltip_ability_centaur_repel_lua_radius" 	 "半径："
			
	"DOTA_Tooltip_ability_stampede_datadriven" 	 "奔袭冲撞"
	"DOTA_Tooltip_ability_stampede_datadriven_Description" 	 "英雄带领盟友进行猛烈的攻击。他们以最大速度穿过生物并将路径上的所有敌人践踏到地上，阻止他们并根据技能所有者的力量造成伤害。每个敌人只能被该技能伤害一次。"
	"DOTA_Tooltip_ability_stampede_datadriven_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_stampede_datadriven_base_damage" 	 "伤害："
	"DOTA_Tooltip_ability_stampede_datadriven_strength_damage" 	 "力量伤害倍数："
	"DOTA_Tooltip_ability_stampede_datadriven_slow_duration" 	 "减速持续时间："
		
	"DOTA_Tooltip_ability_npc_dota_hero_centaur_str7" 	 "半人马护盾基础护甲减少 - 50%"
	"DOTA_Tooltip_ability_npc_dota_hero_centaur_str11" 	 "反击+25%力量伤害"
	"DOTA_Tooltip_ability_npc_dota_hero_centaur_agi9" 	 "半人马护盾在激活时每级 +5 攻击速度"
	"DOTA_Tooltip_ability_npc_dota_hero_centaur_int9" 	 "半人马护盾结束时释放马蹄践踏"
		
//==============================================================================================PHANTOM ASSASSIN================================================================================================

	"DOTA_Tooltip_ability_phantom_assassin_knifes" 	 "窒碍短匕"
	"DOTA_Tooltip_ability_phantom_assassin_knifes_Description" 	 "以扇形投掷多把匕首，每把匕首对敌人造成 %damage% + %damage_from_attack%%% 英雄攻击的物理伤害，并附加物品和技能的效果。"
	"DOTA_Tooltip_ability_phantom_assassin_knifes_Note0" 	 "攻击效果按正常几率触发。"
	"DOTA_Tooltip_ability_phantom_assassin_knifes_Lore" 	 "面纱修女学会的第一个技能往往预示着即将到来的打击。"
	"DOTA_Tooltip_ability_phantom_assassin_knifes_damage" 	 "伤害："
	"DOTA_Tooltip_ability_phantom_assassin_knifes_damage_from_attack" 	 "％ 攻击伤害："
	"DOTA_Tooltip_ability_phantom_assassin_knifes_abilitycastrange" 	 "施法范围："

	"DOTA_Tooltip_ability_phantom_assassin_phantom_strike_lua" 	 "幻影突袭"
	"DOTA_Tooltip_ability_phantom_assassin_phantom_strike_lua_Description" 	 "英雄传送到选定的敌人并将其移动速度降低到最低，同时目标被减速时，英雄的所有攻击都会暴击。"
	"DOTA_Tooltip_ability_phantom_assassin_phantom_strike_lua_Lore" 	 "莫特雷德的丝绸面纱是她不幸的目标看到的最后一件事。"
	"DOTA_Tooltip_ability_phantom_assassin_phantom_strike_lua_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_phantom_assassin_phantom_strike_lua_crit_bonus" 	 "%暴击伤害："
	"DOTA_Tooltip_ability_phantom_assassin_phantom_strike_lua_abilitycastrange" 	 "施法范围："
		
	"DOTA_Tooltip_ability_phantom_assassin_blur_lua" 	 "模糊"
	"DOTA_Tooltip_ability_phantom_assassin_blur_lua_Description" 	 "英雄专注于自己，这让他可以被动地躲避攻击。使用这个能力，英雄可以移除自己的负面效果并进入隐身状态 %duration% 秒。"
	"DOTA_Tooltip_ability_phantom_assassin_blur_lua_Lore" 	 "冥想让面纱修女能够在战斗中超越对手。"
	"DOTA_Tooltip_ability_phantom_assassin_blur_lua_bonus_evasion" 	 "%闪避："
		
	"DOTA_Tooltip_ability_phantom_assassin_coup_de_grace_lua" 	 "恩赐解脱"
	"DOTA_Tooltip_ability_phantom_assassin_coup_de_grace_lua_Description" 	 "英雄磨练他的战斗能力，有机会对敌人造成毁灭性的致命一击。窒息匕首技能也有机会获得这个机会。"
	"DOTA_Tooltip_ability_phantom_assassin_coup_de_grace_lua_Lore" 	 "死于莫特雷德的致命一击是她的敌人的荣幸。"
	"DOTA_Tooltip_ability_phantom_assassin_coup_de_grace_lua_crit_chance" 	 "% 暴击几率："
	"DOTA_Tooltip_ability_phantom_assassin_coup_de_grace_lua_crit_bonus" 	 "%暴击伤害："
		
	"DOTA_Tooltip_ability_npc_dota_hero_phantom_assassin_str11" 	 "模糊25% 的效果变为光环作用于友军"
	"DOTA_Tooltip_ability_npc_dota_hero_phantom_assassin_agi9" 	 "+200% 恩赐解脱暴击伤害"
	"DOTA_Tooltip_ability_npc_dota_hero_phantom_assassin_agi10" 	 "+10% 恩赐解脱触发几率"
	"DOTA_Tooltip_ability_npc_dota_hero_phantom_assassin_int6" 	 "窒碍短匕额外释放两把匕首"
		
//===============================================================================================DAZZLE===========================================================================================================================================================

	"DOTA_Tooltip_ability_dazzle_poison_touch_lua" 	 "剧毒之触"
	"DOTA_Tooltip_ability_dazzle_poison_touch_lua_Description" 	 "发射锥形毒药，击中多个敌人。受害者会随着时间的推移受到伤害并减速，如果受到攻击，效果的持续时间会刷新。"
	"DOTA_Tooltip_ability_dazzle_poison_touch_lua_targets" 	 "目标："
	"DOTA_Tooltip_ability_dazzle_poison_touch_lua_damage" 	 "每秒伤害输出："
	"DOTA_Tooltip_ability_dazzle_poison_touch_lua_slow" 	 "％移动速度减缓："
	"DOTA_Tooltip_ability_dazzle_poison_touch_lua_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_dazzle_poison_touch_lua_abilitycastrange" 	 "施法范围："
		
	"DOTA_Tooltip_ability_dazzle_shallow_grave_lua" 	 "薄葬"
	"DOTA_Tooltip_ability_dazzle_shallow_grave_lua_Description" 	 "给予盟友神圣的保护，防止他们死亡并恢复他们的一部分生命值。"
	"DOTA_Tooltip_ability_dazzle_shallow_grave_lua_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_dazzle_shallow_grave_lua_hp" 	 "%每秒生命回复:"

	"DOTA_Tooltip_ability_dazzle_shadow_wave_lua" 	 "暗影波"
	"DOTA_Tooltip_ability_dazzle_shadow_wave_lua_Description" 	 "发射强大的冲击波，治疗小范围内的盟友并随机伤害敌人。该能力始终治疗其所有者。"
	"DOTA_Tooltip_ability_dazzle_shadow_wave_lua_bounce_radius" 	 "跳跃半径："
	"DOTA_Tooltip_ability_dazzle_shadow_wave_lua_tooltip_max_targets_inc_dazzle" 	 "最大目标："
	"DOTA_Tooltip_ability_dazzle_shadow_wave_lua_damage_radius" 	 "伤害半径："
	"DOTA_Tooltip_ability_dazzle_shadow_wave_lua_damage" 	 "治疗/伤害："
		
	"DOTA_Tooltip_ability_dazzle_custom_badjuju" 	 "邪能"
	"DOTA_Tooltip_ability_dazzle_custom_badjuju_Description" 	 "减少技能和物品的冷却时间，并增加魔法伤害。"
	"DOTA_Tooltip_ability_dazzle_custom_badjuju_cooldown_reduc" 	 "%冷却时间减少："
	"DOTA_Tooltip_ability_dazzle_custom_badjuju_spell_amplify" 	 "%技能增强："
	
	"DOTA_Tooltip_ability_npc_dota_hero_dazzle_str7" 	 "薄葬之后，施加25%魔法抗性buff，持续3秒"
	"DOTA_Tooltip_ability_npc_dota_hero_dazzle_str8" 	 "薄葬范围施法"
	"DOTA_Tooltip_ability_npc_dota_hero_dazzle_str11" 	 "+2% 英雄生命值对毒触伤害"
	"DOTA_Tooltip_ability_npc_dota_hero_dazzle_int9" 	 "施放剧毒之触时，还会额外施放暗影波"
		
//===============================================================================================DRAGON===============================================================================================
		
	"DOTA_Tooltip_ability_dragon_fire_ball_lua" 	 "龙之火"
	"DOTA_Tooltip_ability_dragon_fire_ball_lua_Description" 	 "用火焰覆盖整个区域，让所有被火焰包围的敌人燃烧。"
	"DOTA_Tooltip_ability_dragon_fire_ball_lua_damage" 	 "伤害："
	"DOTA_Tooltip_ability_dragon_fire_ball_lua_radius" 	 "半径："
	"DOTA_Tooltip_ability_dragon_fire_ball_lua_duration" 	 "持续时间："
		
	"DOTA_Tooltip_ability_dragon_2_skill" 	 "龙之剑"
	"DOTA_Tooltip_ability_dragon_2_skill_Description" 	 "攻击时，英雄会点燃他的目标并降低他们的魔法抗性。"
	"DOTA_Tooltip_ability_dragon_2_skill_mag_resist" 	 "%减少魔法抗性："
	"DOTA_Tooltip_ability_dragon_2_skill_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_dragon_2_skill_damage" 	 "烧伤："
		
	"DOTA_Tooltip_ability_dragon_blood_lua" 	 "龙之血"
	"DOTA_Tooltip_ability_dragon_blood_lua_Description" 	 "流经龙骑士血管的龙血提高了他的生命恢复速度和护甲。"
	"DOTA_Tooltip_ability_dragon_blood_lua_bonus_health_regen" 	 "每个英雄等级提供生命回复："
	"DOTA_Tooltip_ability_dragon_blood_lua_bonus_armor" 	 "每个英雄等级提供护甲加成："
		
	"DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_lua" 	 "龙之形态"
	"DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_lua_Description" 	 "英雄变身为强大的古龙，移动速度更快，龙尾施放距离更远，并获得特殊攻击效果。\n<font color=\"#9acd32\">一级：绿龙<br>毒药攻击</font> 使目标中毒 %corrosive_breath_duration% 秒，每秒造成 %corrosive_breath_damage% 伤害，并影响建筑物。\n<font color=\"#ff0000\">等级 2：红龙<br>群体攻击</font> 对目标周围 %splash_radius% 范围内的所有敌人造成 %splash_damage_percent%%% 的伤害，使所有击中的敌人中毒。\n<font color=\"#87ceeb\">等级 3：蓝龙<br>寒冷攻击</font> %frost_duration% 秒，使 AoE 攻击的所有受害者减速，将他们的移动速度降低 %frost_bonus_movement_speed%%%，将他们的攻击速度降低 %frost_bonus_attack_speed%，使所有击中的敌人中毒。
	"DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_lua_shard_description" 	 "在龙形态下获得火球能力。"
	"DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_lua_scepter_description" 	 "提升1级技能。增加黑龙4级：魔法抗性增加20%，自由移动，增加减速，毒伤害和范围伤害。"
	"DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_lua_Lore" 	 "沉睡在戴维恩体内的远古巨龙的力量爆发了，将传奇骑士的力量与传奇巨龙的力量结合起来。"
	"DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_lua_Note0" 	 "有毒攻击造成的伤害是致命的。"
	"DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_lua_Note1" 	 "一些物品的冷却时间取决于英雄使用它们时的攻击类型。"
	"DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_lua_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_lua_bonus_movement_speed" 	 "移动速度提升："
	"DOTA_Tooltip_ability_dragon_knight_elder_dragon_form_lua_bonus_attack_range" 	 "额外攻击距离："
			
	"DOTA_Tooltip_ability_npc_dota_hero_dragon_knight_str11" 	 "龙之靴 x2 效果"
	"DOTA_Tooltip_ability_npc_dota_hero_dragon_knight_agi8" 	 "龙之剑减少等同于降低魔抗效果50%的护甲"
	"DOTA_Tooltip_ability_npc_dota_hero_dragon_knight_agi11" 	 "龙之形态持续时间 120 秒"
	"DOTA_Tooltip_ability_npc_dota_hero_dragon_knight_int10" 	 "龙之剑x2魔法抗性降低"
			
//===============================================================================================LUNA===================================================================================

	"DOTA_Tooltip_ability_luna_starfall" 	 "月光"
	"DOTA_Tooltip_ability_luna_starfall_Description" 	 "被动地向周围敌人发射月光。"
	"DOTA_Tooltip_ability_luna_starfall_Lore" 	 "女神在她需要帮助的时候打开天堂来帮助她的公主。"
	"DOTA_Tooltip_ability_luna_starfall_radius" 	 "半径："
	"DOTA_Tooltip_ability_luna_starfall_damage" 	 "伤害："
		 
	"DOTA_Tooltip_ability_luna_moon_glaive_lua" 	 "月刃"
	"DOTA_Tooltip_ability_luna_moon_glaive_lua_Description" 	 "露娜的战刃以弹跳攻击多个敌人。每次弹跳造成的伤害都会减少。"
	"DOTA_Tooltip_ability_luna_moon_glaive_lua_range" 	 "弹跳半径："
	"DOTA_Tooltip_ability_luna_moon_glaive_lua_bounces" 	 "弹跳："
	"DOTA_Tooltip_ability_luna_moon_glaive_lua_damage_reduction_percent" 	 "% 弹跳伤害减少："
		
	"DOTA_Tooltip_ability_luna_lunar_blessing_lua" 	 "月之祝福"
	"DOTA_Tooltip_ability_luna_lunar_blessing_lua_Description" 	 "Increases the attributes of the owner and allies. The ability increases the main attribute of the owner by an amount equal to <font color='#16ff00'>four of the sum of non-primary attributes</font>, for allies by a percentage of the bonus. For heroes of generalists, increases all attributes but by 50% of the bonus.Also increases the wearer's night vision."
	"DOTA_Tooltip_ability_luna_lunar_blessing_lua_radius" 	 "半径："
	"DOTA_Tooltip_ability_luna_lunar_blessing_lua_primary_attribute" 	 "盟友主属性的 % 加成："
	"DOTA_Tooltip_ability_luna_lunar_blessing_lua_bonus_night_vision" 	 "夜间视野加成："
		
	"DOTA_Tooltip_ability_luna_moon" 	 "月蚀"
	"DOTA_Tooltip_ability_luna_moon_Description" 	 "英雄召唤月亮本身来帮助他。所有落入技能范围内的敌人都无法将目光从月亮上移开并朝着月亮移动，并且敌人也会受到月光技能的伤害。"
	"DOTA_Tooltip_ability_luna_moon_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_luna_moon_radius" 	 "半径："
			
	"DOTA_Tooltip_ability_npc_dota_hero_luna_str10" 	 "+18% 月之祝福效果"
	"DOTA_Tooltip_ability_npc_dota_hero_luna_agi9" 	 "-16% 月刃弹跳伤害减免"
	"DOTA_Tooltip_ability_npc_dota_hero_luna_agi10" 	 "月刃额外弹跳 3 次"
	"DOTA_Tooltip_ability_npc_dota_hero_luna_int9" 	 "-60 秒月蚀冷却时间"
			
			//============================================================================================CRYSTAL=============================================================================================
			
	"DOTA_Tooltip_ability_crystal_maiden_crystal_nova_lua" 	 "冰霜新星"
	"DOTA_Tooltip_ability_crystal_maiden_crystal_nova_lua_Description" 	 "用寒风扫过目标区域，伤害敌人并减缓他们的移动和攻击。"
	"DOTA_Tooltip_ability_crystal_maiden_crystal_nova_lua_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_crystal_maiden_crystal_nova_lua_movespeed_slow" 	 "%移动速度减缓："
	"DOTA_Tooltip_ability_crystal_maiden_crystal_nova_lua_attackspeed_slow" 	 "攻击速度减缓："
	"DOTA_Tooltip_ability_crystal_maiden_crystal_nova_lua_radius" 	 "半径："
	"DOTA_Tooltip_ability_crystal_maiden_crystal_nova_lua_nova_damage" 	 "伤害："
		
	"DOTA_Tooltip_ability_crystal_maiden_frostbite_lua" 	 "冰封禁制"
	"DOTA_Tooltip_ability_crystal_maiden_frostbite_lua_Description" 	 "用冰覆盖敌人，随着时间的推移造成伤害，并阻止他们移动、攻击或恢复生命值。"
	"DOTA_Tooltip_ability_crystal_maiden_frostbite_lua_hero_damage_tooltip" 	 "总伤害："
	"DOTA_Tooltip_ability_crystal_maiden_frostbite_lua_creep_duration" 	 "持续时间："
	"DOTA_Tooltip_ability_crystal_maiden_frostbite_lua_tick_rate" 	 "伤害间隔："
			
	"DOTA_Tooltip_ability_crystal_maiden_arcane_aura_lua" 	 "奥术光环"
	"DOTA_Tooltip_ability_crystal_maiden_arcane_aura_lua_Description" 	 "增加地图上所有盟友的法力恢复和法术伤害。对所有者的影响更大。"
	"DOTA_Tooltip_ability_crystal_maiden_arcane_aura_lua_mana_regen" 	 "法力再生："
	"DOTA_Tooltip_ability_crystal_maiden_arcane_aura_lua_mana_regen_self" 	 "为自己恢复："
	"DOTA_Tooltip_ability_crystal_maiden_arcane_aura_lua_mana_ampl" 	 "每个英雄等级的 % 法术提升："
			
	"DOTA_Tooltip_ability_crystal_maiden_freezing_field_lua" 	 "极寒领域"
	"DOTA_Tooltip_ability_crystal_maiden_freezing_field_lua_Description" 	 " 在 %abilitychanneltime% 秒内，用随机的冰霜新星效果包围英雄，减缓敌人速度并造成大量伤害。"
	"DOTA_Tooltip_ability_crystal_maiden_freezing_field_lua_movespeed_slow" 	 "%移动速度减缓："
	"DOTA_Tooltip_ability_crystal_maiden_freezing_field_lua_attack_slow" 	 "攻速减慢："
	"DOTA_Tooltip_ability_crystal_maiden_freezing_field_lua_radius" 	 "半径："
